,name,product,EEG_Features,Label
113,Gautam,25,"[-0.10621233 -0.07134852 -0.09284607 -0.09707898 -0.09700309 -0.06817566
 -0.04557953 -0.05394115 -0.05365131 -0.06006576 -0.06026583 -0.0480719
 -0.04190239 -0.04363338 -0.04303593 -0.05686033 -0.04358883 -0.04468515
 -0.04477344 -0.04509655 -0.08919398 -0.06088524 -0.05188956 -0.08403523
 -0.23170856 -0.06569718 -0.0583606  -0.046928   -0.04746048 -0.04569395
 -0.06092185 -0.04849045 -0.04368354 -0.04315232 -0.03793311 -0.06052068
 -0.04711228 -0.04164392 -0.03491832 -0.02562998 -0.08081167 -0.06425838
 -0.05489828 -0.0543057  -0.06591774 -0.41584561 -0.38885242 -0.42756864
 -0.49805039 -0.6092959  -0.06506144 -0.03955005 -0.0419004  -0.04639682
 -0.03531832 -0.09599653 -0.10266476 -0.10470341 -0.1160111  -0.10877623
 -0.07665655 -0.0348714  -0.04512779 -0.05273011 -0.0536997  -0.07579826
 -0.06635393 -0.04959968 -0.05206894 -0.0564724 ]",1
114,Gautam,26,"[-0.12051753 -0.11619714 -0.10507212 -0.1124666  -0.11253487 -0.08111799
 -0.06657924 -0.056276   -0.06067205 -0.06236395 -0.06136605 -0.05188089
 -0.04271686 -0.04564255 -0.04884602 -0.06247864 -0.05068106 -0.04525821
 -0.04724277 -0.05072654 -0.09062055 -0.06251964 -0.05116664 -0.08646792
 -0.23636941 -0.066011   -0.05831953 -0.04664532 -0.04973497 -0.05141776
 -0.06297885 -0.05158786 -0.042931   -0.04879799 -0.05459301 -0.06291845
 -0.04968277 -0.04178968 -0.04683371 -0.05125974 -0.08291215 -0.06706834
 -0.05658372 -0.06690668 -0.08602152 -0.65883329 -0.45688764 -0.51251345
 -0.55263294 -0.60464807 -0.06930206 -0.05458117 -0.04786105 -0.05373097
 -0.04915085 -0.09717973 -0.1054906  -0.10496651 -0.11760093 -0.11125825
 -0.08914037 -0.06460685 -0.05569139 -0.06022635 -0.06339858 -0.0777374
 -0.07932918 -0.05212989 -0.05498174 -0.06057476]",0
115,Gautam,26,"[-0.11346115 -0.13062256 -0.10988238 -0.09655413 -0.06644496 -0.08133186
 -0.07146508 -0.05716074 -0.05732592 -0.06105217 -0.05215228 -0.05112184
 -0.04150838 -0.01680402  0.06037634 -0.05778271 -0.0540646  -0.04360675
 -0.03026661  0.00903407 -0.07355472 -0.05677868 -0.03976971  0.07619235
  4.69598395 -0.05250687 -0.05724287 -0.04626611 -0.00511851  0.09099675
 -0.05005752 -0.05148955 -0.04027495  0.02323375  0.13078349 -0.05250331
 -0.05124282 -0.04111563  0.01267004  0.10818956 -0.07626845 -0.06757322
 -0.05574003 -0.02873914  0.04215096  0.3716174  -0.40223188 -0.3387063
  0.12268207  3.1476995  -0.0676598  -0.05949365 -0.04969951 -0.05008653
 -0.03575021 -0.09763687 -0.10842826 -0.10603098 -0.11789324 -0.10874931
 -0.08186816 -0.07398185 -0.05759057 -0.03089399  0.06605701 -0.07943015
 -0.08601441 -0.05482772 -0.05347082  0.06299889]",1
116,Gautam,27,"[-0.11504745 -0.12597251 -0.0883144  -0.09755185 -0.12096958 -0.08070696
 -0.07275687 -0.05607719 -0.05502398 -0.06702169 -0.06127995 -0.05171492
 -0.04084938 -0.04416106 -0.0511528  -0.06258319 -0.05559492 -0.04361064
 -0.04471549 -0.0531222  -0.08666975 -0.05723845 -0.04827565 -0.05487003
 -0.23128922 -0.06566087 -0.057466   -0.04657126 -0.05024932 -0.05766395
 -0.06190238 -0.05128545 -0.04306317 -0.0471681  -0.05495931 -0.06218062
 -0.05030144 -0.04219697 -0.04512606 -0.04887331 -0.08240923 -0.06734745
 -0.05430596 -0.06428721 -0.0752297   0.30444753 -0.23300545 -0.45103785
 -0.58266324 -0.65915289 -0.06788979 -0.05752929 -0.04477949 -0.05011321
 -0.04816208 -0.09678014 -0.10715402 -0.10415477 -0.11650923 -0.11226113
 -0.08611857 -0.07181847 -0.05342082 -0.05419918 -0.06669521 -0.07781908
 -0.08278847 -0.05062031 -0.05122402 -0.059819  ]",0
117,Gautam,27,"[-0.0863795  -0.10889716 -0.10302312 -0.08906992 -0.02094106 -0.07326561
 -0.07047776 -0.05674173 -0.05781899 -0.04497655 -0.00884203 -0.03875339
 -0.03542652 -0.00718488  0.10193065 -0.02451183 -0.04481607 -0.04321741
 -0.01878871  0.02995402 -0.07114862 -0.05336478 -0.0401863   0.03984741
  2.4271709  -0.01981474 -0.04886051 -0.0447585  -0.01042705  0.07402653
 -0.01147998 -0.04425691 -0.03860479  0.01172513  0.10327793 -0.02677411
 -0.04501239 -0.04080722  0.0179959   0.1492707  -0.06607722 -0.064143
 -0.05512351 -0.02173719  0.078031    0.35498562 -0.05012923 -0.16036323
  0.54743847  1.91224014 -0.05670576 -0.05870403 -0.04970477 -0.04371686
 -0.01615779 -0.09677928 -0.10820195 -0.10599232 -0.11780606 -0.10887554
 -0.03992369 -0.06599007 -0.05303649 -0.0157409   0.14080133 -0.07882336
 -0.08573769 -0.05456432 -0.05420145  0.02344657]",1
118,Gautam,28,"[-0.10953988 -0.11194039 -0.09789948 -0.09115732 -0.06839758 -0.08058012
 -0.06870712 -0.05740227 -0.0584252  -0.05652533 -0.05385106 -0.0444437
 -0.038997   -0.02898094  0.01520206 -0.05754712 -0.04798594 -0.04066009
 -0.03574586 -0.01161781 -0.08024548 -0.05537516 -0.0468974  -0.00791918
  1.03190663 -0.05614346 -0.0532609  -0.04317868 -0.02991768  0.01747677
 -0.05365876 -0.0462631  -0.03737978 -0.02088392  0.04879902 -0.05741785
 -0.04650028 -0.03826077 -0.01645484  0.05801232 -0.07993168 -0.06385014
 -0.0527817  -0.04314043  0.00514482  0.44487976 -0.22596504 -0.06500024
 -0.11866286  1.22120273 -0.0683099  -0.05577045 -0.04594688 -0.04859001
 -0.03787502 -0.09694532 -0.10773697 -0.10426017 -0.11735278 -0.10996929
 -0.08538636 -0.06857773 -0.05072588 -0.04096588  0.02183176 -0.07860174
 -0.08406552 -0.05184112 -0.05344951 -0.01903367]",0
119,Gautam,29,"[-0.11009162 -0.12657232 -0.09329497 -0.07697633 -0.06175296 -0.08068289
 -0.07197773 -0.058978   -0.05747871 -0.05547746 -0.04852296 -0.05125408
 -0.03290872 -0.01458697  0.03079869 -0.05545746 -0.05311465 -0.03148146
 -0.02447454  0.00633637 -0.06906214 -0.05545453 -0.04515012  0.02854853
  2.45614511 -0.06035547 -0.05744901 -0.0447497  -0.01765754  0.1170379
 -0.05299529 -0.05123558 -0.03737246  0.00739002  0.20357015 -0.05968612
 -0.05053297 -0.03694554  0.01609212  0.18092577 -0.08056632 -0.06752369
 -0.05136348 -0.02035579  0.10523032 -0.21129977  0.10854878  0.27118826
  0.66839135  2.01804959 -0.06772173 -0.05869456 -0.04905229 -0.04668631
 -0.03655717 -0.09762094 -0.10848664 -0.10585494 -0.11791858 -0.11008918
 -0.08736026 -0.07395721 -0.05500852 -0.02988878  0.04439905 -0.07925876
 -0.08541842 -0.05442534 -0.05408125  0.03393475]",0
120,Gautam,29,"[-0.10060605 -0.1194817  -0.10248629 -0.10926969 -0.09664378 -0.06583822
 -0.06882105 -0.05349303 -0.0582468  -0.05330381 -0.05761244 -0.05111247
 -0.04325554 -0.0455841  -0.04485349 -0.05497535 -0.04973156 -0.0444592
 -0.04732215 -0.04226943 -0.08631491 -0.06074466 -0.05257394 -0.06188675
 -0.2889646  -0.06523154 -0.05652373 -0.0478517  -0.04968401 -0.04243561
 -0.06136376 -0.0484888  -0.04365865 -0.04813367 -0.0405503  -0.06122954
 -0.04732961 -0.04267197 -0.0442405  -0.03531857 -0.08085467 -0.0637674
 -0.05587569 -0.06565431 -0.07578078 -0.01882271 -0.2673151  -0.49313342
 -0.39561392 -0.62023615 -0.06351772 -0.05382061 -0.04702035 -0.0512281
 -0.04797707 -0.09535092 -0.106296   -0.10489731 -0.11689311 -0.10953057
 -0.07984788 -0.06410232 -0.05315493 -0.05741543 -0.0575111  -0.07439957
 -0.08082479 -0.05239412 -0.05293339 -0.06132637]",1
121,Gautam,30,"[-0.11571634 -0.10846846 -0.1067147  -0.09764312 -0.07355211 -0.0816444
 -0.06822761 -0.05703367 -0.05814199 -0.05816037 -0.05788902 -0.04539272
 -0.04151509 -0.03300832  0.00771159 -0.06154965 -0.04921228 -0.04433603
 -0.03953691 -0.01637416 -0.08125253 -0.05513733 -0.04038913 -0.03456435
  1.42163393 -0.06329172 -0.05502213 -0.04616157 -0.0348902   0.00941361
 -0.0602781  -0.05049044 -0.04266214 -0.02663393  0.01894275 -0.06073003
 -0.04880876 -0.04169815 -0.02449823  0.02052453 -0.08115896 -0.06691248
 -0.05516671 -0.05008769 -0.0267079   0.54439628 -0.17340225 -0.1945969
 -0.24254967  1.21615889 -0.06826301 -0.05225023 -0.04768601 -0.04803369
 -0.03920845 -0.09320455 -0.10169357 -0.10293916 -0.11488924 -0.10632843
 -0.08775564 -0.0634832  -0.0558817  -0.0481     -0.00427595 -0.07861556
 -0.08115612 -0.05374247 -0.05435466 -0.00748621]",0
122,Gautam,31,"[-0.11501048 -0.12936056 -0.11129651 -0.10371495 -0.08411407 -0.08267591
 -0.07291628 -0.05855658 -0.05185014 -0.04943484 -0.05851886 -0.05039096
 -0.04370132 -0.03156671  0.03805521 -0.06237651 -0.0532264  -0.03960174
 -0.03547489 -0.00541351 -0.08222125 -0.0577378  -0.03980531  0.07425135
  2.0161011  -0.06541721 -0.05894955 -0.04726712 -0.03335938  0.02387006
 -0.06151518 -0.05174883 -0.04186958 -0.02350331  0.06249058 -0.06179135
 -0.05079536 -0.04249723 -0.01735997  0.11060149 -0.08236401 -0.0691877
 -0.05759005 -0.0399607   0.06531109 -0.15260379 -0.12374393 -0.23024428
  0.08622134  2.80716813 -0.07039004 -0.05988066 -0.05108846 -0.04927657
 -0.03708752 -0.09772529 -0.10842594 -0.10612958 -0.11832613 -0.10909207
 -0.09012196 -0.07296934 -0.05984842 -0.03969503  0.05145265 -0.07952856
 -0.08580965 -0.0546765  -0.05551514  0.01989429]",0
123,Gautam,31,"[-0.09812284 -0.10127494 -0.07083589 -0.10323462 -0.1017131  -0.07351966
 -0.061204   -0.05097855 -0.05880762 -0.05738351 -0.05934166 -0.0515984
 -0.03988035 -0.04345985 -0.04625636 -0.06040943 -0.05230032 -0.04145013
 -0.04691132 -0.04748025 -0.08616475 -0.05982072 -0.05299453 -0.0878855
 -0.26212095 -0.06560439 -0.05900331 -0.04662552 -0.04866188 -0.04083326
 -0.06038793 -0.05281669 -0.04393848 -0.04939641 -0.04422182 -0.05666055
 -0.05183589 -0.04371784 -0.04711733 -0.03740897 -0.07754739 -0.06894783
 -0.05668456 -0.0658239  -0.07104393 -0.64447409 -0.53167258 -0.48311017
 -0.5778724  -0.64127285 -0.06225348 -0.05296097 -0.03901841 -0.0509829
 -0.04196165 -0.09547889 -0.10686156 -0.10225524 -0.11646146 -0.11001472
 -0.07618482 -0.05872756 -0.03979003 -0.05899292 -0.05541243 -0.07438409
 -0.07569917 -0.04769844 -0.05468813 -0.05897204]",1
124,Gautam,32,"[-9.30313341e-02 -9.82797191e-02 -9.64425612e-02 -8.03709908e-02
 -8.67332010e-02 -7.84467743e-02 -6.88440677e-02 -5.37607100e-02
 -5.50135252e-02 -5.17078972e-02 -5.37975721e-02 -4.79509697e-02
 -3.94724512e-02 -2.38476511e-02  3.04903170e-03 -5.87279620e-02
 -5.20230656e-02 -4.14853041e-02 -3.56908800e-02 -1.79150713e-02
 -8.31644449e-02 -5.62193936e-02 -4.53526680e-02 -3.77253792e-02
  1.08770523e+00 -5.35752151e-02 -4.36243828e-02 -3.17963280e-02
 -1.50311307e-02  4.15391647e-02 -5.62156936e-02 -4.90167387e-02
 -3.70865496e-02 -1.39149934e-02  5.07266582e-02 -5.86695768e-02
 -4.79062688e-02 -3.70695714e-02 -1.14159697e-02  4.81174023e-02
 -8.02452333e-02 -6.59786732e-02 -5.29381468e-02 -4.23147550e-02
 -5.43969106e-03  5.88303219e-02 -6.74816210e-03 -1.20077148e-01
 -7.58356139e-02  1.21307019e+00 -6.95994224e-02 -5.81964582e-02
 -4.79215190e-02 -4.70874408e-02 -4.16868773e-02 -9.69510047e-02
 -1.07526629e-01 -1.05370428e-01 -1.16730154e-01 -1.09370891e-01
 -8.72580186e-02 -6.99148920e-02 -5.46702025e-02 -4.22538047e-02
 -9.81096208e-04 -7.88877054e-02 -8.41147067e-02 -5.30609814e-02
 -5.38397945e-02 -4.51324284e-03]",0
125,Gautam,33,"[-0.10836938 -0.11771349 -0.09715822 -0.09687603 -0.09194217 -0.0768209
 -0.06896338 -0.05556958 -0.05819255 -0.06082265 -0.0570952  -0.04931614
 -0.03872963 -0.03009166  0.00861533 -0.06108333 -0.05371315 -0.04201505
 -0.03693443 -0.01848877 -0.08314272 -0.05482576 -0.04722019 -0.03823697
  1.24096989 -0.06573181 -0.05834901 -0.04704554 -0.03200432  0.02115532
 -0.06036168 -0.05147397 -0.04240874 -0.02599711  0.05631323 -0.06027236
 -0.05013475 -0.04021627 -0.0293101   0.03791857 -0.08051077 -0.06686363
 -0.05426441 -0.05204453 -0.01317703  0.6407271  -0.20718172 -0.1433455
 -0.12210725  0.69106371 -0.06896514 -0.05854451 -0.04701595 -0.04933437
 -0.04804289 -0.09712102 -0.10744653 -0.10527553 -0.11721365 -0.11062572
 -0.08742396 -0.07129871 -0.05688101 -0.04460997  0.00569558 -0.07587619
 -0.08086    -0.04826353 -0.05144607 -0.01099776]",0
126,Gautam,34,"[-0.10212548 -0.11480837 -0.09812872 -0.09251484 -0.06045393 -0.07448379
 -0.0665244  -0.05307788 -0.0566797  -0.05743233 -0.05442622 -0.04936838
 -0.03926193 -0.03413788 -0.0049085  -0.05653061 -0.05285885 -0.04262703
 -0.04081449 -0.02152257 -0.0673305  -0.05828357 -0.04462622 -0.03502204
  1.07516722 -0.06060285 -0.05558691 -0.04600385 -0.04093749  0.00812391
 -0.05691361 -0.04621008 -0.03947675 -0.032842    0.03530702 -0.05730613
 -0.04483971 -0.03814413 -0.03278724  0.03597978 -0.07990776 -0.06408461
 -0.05223358 -0.05794088 -0.00383113  0.56534395 -0.31183584 -0.13631409
 -0.16473011  0.89332502 -0.06623633 -0.05513222 -0.04470951 -0.04904193
 -0.03675291 -0.09634679 -0.10732161 -0.10470005 -0.11667401 -0.11026522
 -0.08132685 -0.06401435 -0.0517402  -0.05238449 -0.00763487 -0.0782357
 -0.08172784 -0.05313703 -0.05325764 -0.01293979]",0
127,Gautam,35,"[-1.18700074e-01 -1.26498999e-01 -1.08148979e-01 -9.54110547e-02
 -9.79733731e-04 -7.65161540e-02 -7.25849010e-02 -5.50289342e-02
 -5.40702057e-02 -4.67496805e-02 -5.73036999e-02 -5.20956352e-02
 -3.97437386e-02 -1.99755136e-02  9.98243226e-02 -5.92947614e-02
 -5.36687857e-02 -4.33487914e-02 -2.25778810e-02  3.73762151e-02
 -7.03514878e-02 -5.02184614e-02 -2.82527085e-02  5.44920293e-02
  2.37244534e+00 -6.30233617e-02 -5.91317494e-02 -4.87956596e-02
 -1.86449127e-02  8.20881311e-02 -5.95335908e-02 -5.10783969e-02
 -4.26607488e-02 -3.50822587e-04  1.75404175e-01 -5.93476896e-02
 -5.13720724e-02 -4.14445435e-02 -4.58805190e-03  2.20340861e-01
 -8.13119565e-02 -6.86310077e-02 -5.62356346e-02 -3.74946424e-02
  1.07769602e-01 -3.01169148e-01 -2.46980255e-01 -2.36724331e-01
  2.63355887e-01  2.30922259e+00 -6.96907861e-02 -5.96226050e-02
 -4.82943866e-02 -4.84604821e-02 -1.29420351e-02 -9.75841341e-02
 -1.08527236e-01 -1.06038136e-01 -1.17796537e-01 -1.07979419e-01
 -8.68168298e-02 -7.30927808e-02 -5.74807434e-02 -2.39271656e-02
  9.27866344e-02 -7.94382267e-02 -8.58363521e-02 -5.46668699e-02
 -5.29463665e-02  1.80778670e-02]",0
128,Gautam,35,"[-0.06557484 -0.09327356 -0.07264841 -0.07689025 -0.08226173 -0.08050588
 -0.07414459 -0.05921553 -0.05794772 -0.05574355 -0.06142278 -0.05237339
 -0.04438238 -0.04312375 -0.04404801 -0.05991585 -0.05562904 -0.04613505
 -0.04721731 -0.04672844 -0.08955362 -0.058475   -0.05093954 -0.07475883
 -0.26855178 -0.06571144 -0.05690525 -0.04734394 -0.04765003 -0.04374442
 -0.05681718 -0.04961435 -0.04058193 -0.04010791 -0.03854744 -0.05335103
 -0.04503467 -0.03470798 -0.03726559 -0.02375153 -0.08226092 -0.06776787
 -0.05605216 -0.06413783 -0.07471432 -0.31262343 -0.55171405 -0.47235147
 -0.62548898 -0.69901944 -0.06900777 -0.05445835 -0.0465542  -0.05006515
 -0.04082765 -0.09588365 -0.10666963 -0.10506724 -0.11639762 -0.1095643
 -0.0885079  -0.06318649 -0.05403685 -0.05724123 -0.05269715 -0.07640231
 -0.07794754 -0.05198083 -0.05103815 -0.05329199]",1
129,Gautam,36,"[-1.01177219e-01 -1.13727100e-01 -1.04718711e-01 -8.97022031e-02
 -5.25987051e-02 -7.80174113e-02 -6.64202721e-02 -5.38828682e-02
 -5.03640360e-02 -4.21841901e-02 -5.75939387e-02 -4.80031671e-02
 -4.02523822e-02 -2.75586239e-02  1.52652426e-02 -5.87659983e-02
 -5.13933707e-02 -4.29866473e-02 -3.14546367e-02 -1.46670966e-03
 -7.63993694e-02 -5.70723330e-02 -4.44486890e-02  1.07110714e-03
  1.12179868e+00 -6.35111534e-02 -5.62739733e-02 -4.69848770e-02
 -3.03579731e-02  4.82452955e-03 -5.76632775e-02 -5.02800968e-02
 -4.16689520e-02 -1.93212830e-02  4.83883006e-02 -5.99979827e-02
 -4.92760131e-02 -4.13060050e-02 -1.30770577e-02  1.05616310e-01
 -8.09227343e-02 -6.73483204e-02 -5.58467142e-02 -4.13914528e-02
  5.08434551e-02 -9.01748997e-03 -1.29070139e-01 -4.66061065e-02
 -1.18434326e-01  1.03014532e+00 -6.76927936e-02 -5.66345413e-02
 -4.65103721e-02 -4.73625019e-02 -2.77392044e-02 -9.66543324e-02
 -1.06895453e-01 -1.05209068e-01 -1.16555316e-01 -1.08631790e-01
 -8.55763899e-02 -6.80058500e-02 -5.13562741e-02 -3.96776758e-02
  4.36532834e-02 -7.82892836e-02 -8.19381023e-02 -5.15639596e-02
 -5.21547659e-02 -2.13214826e-02]",0
130,Gautam,37,"[-0.11988558 -0.13112584 -0.11140053 -0.10026951 -0.04590846 -0.08061557
 -0.06665225 -0.05450916 -0.05832651 -0.05007363 -0.05875459 -0.05171565
 -0.04138906 -0.02657284  0.04625641 -0.062925   -0.0535105  -0.04629186
 -0.02944627  0.00899507 -0.070488   -0.04968287 -0.04523787  0.00574427
  3.80414039 -0.06457926 -0.05786564 -0.04782536 -0.02680904  0.1174191
 -0.05891044 -0.0503108  -0.04284554 -0.01064539  0.15604227 -0.06147859
 -0.05112173 -0.04211594 -0.00869096  0.16986071 -0.08177228 -0.06754993
 -0.0570929  -0.03325708  0.11731661 -0.19536023 -0.34674399 -0.14320756
  0.0067467   4.53751529 -0.07026976 -0.06010712 -0.04995457 -0.05091951
 -0.02467558 -0.09777658 -0.10851698 -0.10607925 -0.11816965 -0.10908202
 -0.08852372 -0.07494401 -0.05903047 -0.04081247  0.08372684 -0.07927821
 -0.08615014 -0.05500117 -0.05519795  0.09327636]",0
131,Gautam,37,"[-0.10697012 -0.1058473  -0.10727382 -0.09545795 -0.10687915 -0.08243507
 -0.06915816 -0.05642882 -0.0527843  -0.05834561 -0.06125902 -0.05126498
 -0.04243791 -0.0425872  -0.04488411 -0.06421398 -0.05452606 -0.0462334
 -0.04286147 -0.04969114 -0.08426177 -0.06155113 -0.05099079 -0.05953084
 -0.23204508 -0.06604063 -0.05797013 -0.04793051 -0.04576825 -0.05007068
 -0.06082872 -0.050976   -0.04425057 -0.04117572 -0.04780833 -0.06089938
 -0.04930515 -0.04322752 -0.03986861 -0.05134303 -0.08004533 -0.06558666
 -0.05481502 -0.05729303 -0.07664935 -0.59423224 -0.52286718 -0.43878991
 -0.56706918 -0.67190067 -0.06597109 -0.05092783 -0.04545252 -0.0473106
 -0.0426128  -0.09681511 -0.10638854 -0.10480586 -0.11508271 -0.10949737
 -0.08236691 -0.05494588 -0.05057571 -0.05282201 -0.05399151 -0.07697455
 -0.07885499 -0.04951631 -0.05092452 -0.05799655]",1
132,Gautam,38,"[-0.11551284 -0.1287532  -0.10848452 -0.08501979 -0.00765017 -0.07638711
 -0.0676809  -0.05371132 -0.0558536  -0.05177554 -0.05056635 -0.05001661
 -0.03831383 -0.0102222   0.09297601 -0.05885225 -0.05096101 -0.04129286
 -0.02577152  0.02806411 -0.07974576 -0.05172923 -0.02687593 -0.00329772
  2.1725669  -0.05807445 -0.05794867 -0.04341198 -0.00334787  0.08774714
 -0.05362164 -0.04965598 -0.03946195  0.02831182  0.13588773 -0.05610642
 -0.04926387 -0.04009846  0.03371353  0.1708586  -0.07828851 -0.06827319
 -0.05398337 -0.01257125  0.09161877  0.47134427  0.13618545 -0.18935798
  0.25664727  2.25180375 -0.06815558 -0.05962261 -0.04939801 -0.04621645
 -0.00837822 -0.09746937 -0.10849796 -0.10589146 -0.11761583 -0.10839334
 -0.08162989 -0.07232302 -0.05621431 -0.0198478   0.15441873 -0.07939322
 -0.08580954 -0.05472831 -0.05134449  0.02149409]",0
133,Gautam,38,"[-0.10324622 -0.11098688 -0.10608353 -0.1032134  -0.10865063 -0.08158732
 -0.0743561  -0.05756781 -0.0582036  -0.0627163  -0.06101714 -0.05037366
 -0.0425076  -0.04449552 -0.04797474 -0.06339917 -0.05612342 -0.04548027
 -0.04665167 -0.04994814 -0.08616057 -0.06169503 -0.05044418 -0.09191425
 -0.24383662 -0.06674627 -0.05761924 -0.0472836  -0.04631112 -0.05431298
 -0.06235962 -0.05063196 -0.04376861 -0.04383218 -0.05480187 -0.06284945
 -0.04786016 -0.04331112 -0.04150794 -0.04958117 -0.08247162 -0.0641229
 -0.0556528  -0.06190222 -0.08275924 -0.50633625 -0.32660439 -0.30432323
 -0.58370665 -0.67683778 -0.06740488 -0.05356037 -0.04754697 -0.0485298
 -0.04479313 -0.09645703 -0.10592818 -0.10507389 -0.11623321 -0.11067398
 -0.08243407 -0.06663578 -0.05681543 -0.05479775 -0.05930217 -0.07716157
 -0.08237874 -0.0528622  -0.05544641 -0.05536506]",1
134,Gautam,39,"[-0.10811735 -0.10840201 -0.10437603 -0.1038439  -0.05736587 -0.0797905
 -0.06554061 -0.05554647 -0.05301522 -0.05406668 -0.05827826 -0.04983852
 -0.04003912 -0.03562578  0.02323074 -0.06066719 -0.05237645 -0.04338063
 -0.04170917 -0.001902   -0.0875134  -0.05341211 -0.04058604 -0.01481495
  1.13371217 -0.06439561 -0.05644597 -0.0443019  -0.03613662  0.0428488
 -0.05915837 -0.05012356 -0.04064964 -0.02556898  0.08005348 -0.06087581
 -0.04962418 -0.03971423 -0.02367795  0.08849146 -0.08133477 -0.06690741
 -0.05352846 -0.05059811  0.01542028  0.47305423 -0.26869824 -0.34434887
 -0.20945705  1.03989906 -0.0683138  -0.05686744 -0.04839895 -0.05153472
 -0.03150499 -0.09684367 -0.10710397 -0.10551233 -0.11748816 -0.10876254
 -0.08561221 -0.06687997 -0.05489999 -0.05209048  0.02563261 -0.07791367
 -0.08241164 -0.05380381 -0.05437142 -0.01483667]",0
135,Gautam,40,"[-0.11526985 -0.11954791 -0.09505113 -0.10439348 -0.11457089 -0.08156284
 -0.0689029  -0.05483631 -0.05729477 -0.06562894 -0.06105617 -0.05152096
 -0.0422627  -0.04461341 -0.04838795 -0.06329634 -0.05351047 -0.04471255
 -0.04680023 -0.05285056 -0.08630943 -0.06093621 -0.05065218 -0.0869593
 -0.26057964 -0.06620215 -0.0566915  -0.04671632 -0.04954644 -0.05113999
 -0.06190145 -0.04940964 -0.0425476  -0.04736086 -0.04800364 -0.0622144
 -0.04797892 -0.03971194 -0.04424399 -0.04246009 -0.08172361 -0.06498914
 -0.05073993 -0.06564107 -0.08721374 -0.58912599 -0.53291363 -0.43349459
 -0.5738303  -0.64061528 -0.06819991 -0.05175197 -0.04008073 -0.05284638
 -0.0543613  -0.09723747 -0.10690255 -0.10419765 -0.11722101 -0.11133916
 -0.08485348 -0.05565076 -0.04139036 -0.05929635 -0.07076199 -0.07666745
 -0.07920075 -0.05169924 -0.0544413  -0.06259553]",0
136,Gautam,40,"[-0.10353174 -0.12075781 -0.09774577 -0.08354067 -0.04556413 -0.07889622
 -0.05866634 -0.04903345 -0.04650981 -0.03162124 -0.05341219 -0.04925719
 -0.03395292 -0.01165816  0.05755147 -0.0590432  -0.05156242 -0.03940692
 -0.02557248  0.01774814 -0.07669122 -0.0524292  -0.04043851  0.00645743
  3.45116995 -0.0618942  -0.05677291 -0.0418894   0.0065856   0.09438948
 -0.05594956 -0.05029566 -0.03246995  0.04972646  0.19621175 -0.0585164
 -0.05013737 -0.03153186  0.05347004  0.23401978 -0.08014196 -0.06752967
 -0.05123698  0.00837988  0.14235471  0.11357814 -0.22785836  0.05810614
  0.26873331  4.07517071 -0.06680225 -0.05937639 -0.04761942 -0.04319578
 -0.01906763 -0.09763096 -0.10833155 -0.10578364 -0.11775425 -0.1086104
 -0.07916926 -0.07198859 -0.0508198  -0.02133315  0.0835635  -0.07935882
 -0.08613463 -0.05367833 -0.05223745  0.04938843]",1
137,Gautam,41,"[-0.10521717 -0.10269401 -0.09760226 -0.06699224 -0.03230418 -0.07565602
 -0.06609675 -0.05313097 -0.04751761 -0.05932192 -0.04068381 -0.03547306
 -0.03391822  0.00616827  0.05573313 -0.0472062  -0.04634572 -0.03963423
 -0.01408592  0.01692556 -0.05012299 -0.05815182 -0.04328824  0.06325058
  2.56944849 -0.0512977  -0.05412674 -0.04561835  0.00504778  0.10600702
 -0.05248582 -0.04966763 -0.03963521  0.04397431  0.17039232 -0.05604198
 -0.04860523 -0.03966683  0.04146302  0.13363231 -0.08025779 -0.06711115
 -0.05555338 -0.00262162  0.07397433 -0.24709291 -0.29350229 -0.30593707
  0.07343417  1.42263158 -0.07010046 -0.05969937 -0.04992214 -0.03922385
 -0.03001329 -0.09760281 -0.10829452 -0.10590417 -0.11714497 -0.10894473
 -0.09062487 -0.07331077 -0.0528532   0.00344341  0.05783688 -0.07925729
 -0.08614794 -0.0547868  -0.05282493  0.06614273]",0
138,Gautam,41,"[-0.11046042 -0.11476084 -0.10329672 -0.10888673 -0.10737965 -0.07637569
 -0.07068806 -0.05701077 -0.06150799 -0.06116699 -0.0597929  -0.05123842
 -0.0428518  -0.04551824 -0.04664638 -0.06137727 -0.05525287 -0.04593076
 -0.04970107 -0.05002494 -0.09098683 -0.06046686 -0.05219447 -0.0772049
 -0.27138633 -0.06516653 -0.05763606 -0.04636024 -0.05002018 -0.05486255
 -0.06248224 -0.05207032 -0.04059049 -0.0473688  -0.05103657 -0.06216727
 -0.05036865 -0.03929172 -0.04537949 -0.04567111 -0.08214266 -0.06739316
 -0.05349232 -0.06529942 -0.07834017 -0.66646126 -0.6014189  -0.47175347
 -0.64370531 -0.68766493 -0.06461133 -0.05403328 -0.04322363 -0.05140733
 -0.04539989 -0.09640802 -0.10624801 -0.10436983 -0.1170425  -0.11155887
 -0.07921687 -0.06386198 -0.04792587 -0.05711585 -0.05534354 -0.07747273
 -0.08039106 -0.05171776 -0.05473477 -0.06128651]",1
